country,field,label,pillar,required_for_ranking,value,provider_id,source_url,source_title,source_date,reference_period,source_scope,proxy_status,notes
Australia,personal_safety_raw,Personal safety,viability,yes,0.85,derived,https://api.worldbank.org/v2/country/AUS/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2024-12-31,2024 annual,national,approved_proxy,
Australia,ppp_private_consumption,PPP private consumption factor,pressure,yes,1.427398,world_bank,https://api.worldbank.org/v2/country/AUS/indicator/PA.NUS.PRVT.PP?format=json&mrv=30,"World Bank WDI: PPP conversion factor, private consumption (LCU per international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=PA.NUS.PRVT.PP; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Australia,suicide_mental_strain_raw,Suicide and severe mental strain,pressure,yes,11.9,derived,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Australia age-standardized suicide rate per 100,000",2024-12-31,2024 annual,national,approved_proxy,
Australia,tax_rate_assumption,Tax rate assumption,pressure,yes,0.235615,world_bank,https://api.worldbank.org/v2/country/AUS/indicator/GC.TAX.TOTL.GD.ZS?format=json&mrv=30,World Bank WDI: Tax revenue (% of GDP) used as interim country average tax-take proxy,2022-12-31,as_of 2022-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=country_average_tax_take_from_tax_revenue_share; indicator=GC.TAX.TOTL.GD.ZS; observation_year=2022; dataset_lastupdated=2026-02-24; stale=no
Australia,working_time_pressure_raw,Working time pressure,pressure,yes,37.3,derived,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia,ABS Labour Force Australia: average weekly hours,2024-12-31,2024 annual,national,approved_proxy,
Austria,administrative_investment_friction_raw,Administrative and investment friction,creative,yes,1.14,derived,https://api.worldbank.org/v2/country/AUT/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2024-12-31,2024 annual,national,approved_proxy,
Austria,civic_freedom_raw,Civic freedom and dignity (HRMI + Freedom House + V-Dem composite),community,yes,83,derived,https://rightstracker.org/,Civic Freedom Composite: 0.4 × HRMI Empowerment + 0.3 × Freedom House FIW + 0.3 × V-Dem Liberal Democracy Index (×100). Austria composite = 83,2024-12-31,2024 annual,national,approved_proxy,
Austria,cultural_public_life_raw,"Cultural, historic, and public-life vitality",community,yes,1644.26,national_statistical_office,https://api.worldbank.org/v2/country/AUT/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2024-12-31,2024 annual,national,approved_proxy,
Austria,digital_infrastructure_raw,Digital infrastructure,viability,yes,29.37,derived,https://api.worldbank.org/v2/country/AUT/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2024-12-31,2024 annual,national,approved_proxy,
Austria,entrepreneurial_dynamism_raw,Entrepreneurial dynamism,creative,yes,0.95,derived,https://api.worldbank.org/v2/country/AUT/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2024-12-31,2024 annual,national,approved_proxy,
Austria,gdp_growth,GDP growth,creative,yes,-0.6591,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.MKTP.KD.ZG; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Austria,gdp_growth_context,Economic growth momentum,pressure,no,-0.66,derived,https://api.worldbank.org/v2/country/AUT/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,2024 annual,national,approved_proxy,
Austria,gdp_per_capita_ppp,GDP per capita (PPP),creative,yes,73911.44,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/NY.GDP.PCAP.PP.CD?format=json&mrv=30,"World Bank WDI: GDP per capita, PPP (current international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.PCAP.PP.CD; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Austria,gini_coefficient,Gini coefficient,capability,yes,31.2,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SI.POV.GINI?format=json&mrv=30,World Bank WDI: Gini index,2023-12-31,as_of 2023-12-31,international,direct,auto_seed=world_bank_wdi; indicator=SI.POV.GINI; observation_year=2023; dataset_lastupdated=2026-02-24; stale=no
Austria,hanke_misery_raw,Macroeconomic stress (Hanke Misery Index),pressure,yes,16,national_statistical_office,https://fortune.com/2026/04/16/hanke-annual-misery-index-2025-venezuela-taiwan-rankings/,Hanke Annual Misery Index 2025 (estimated from IMF/WB/national-bank macroeconomic profile): Austria ≈ 16,2025-12-31,2024 annual,national,approved_proxy,
Austria,hospitality_belonging_raw,Hospitality and belonging,community,yes,51.23,derived,https://api.worldbank.org/v2/country/AUT/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2024-12-31,2024 annual,national,approved_proxy,
Austria,household_debt_proxy,Household debt proxy,pressure,yes,81.4953,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/FD.AST.PRVT.GD.ZS?format=json&mrv=30,World Bank WDI: Domestic credit to private sector by banks (% of GDP) used as interim leverage proxy,2024-12-31,as_of 2024-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=broad_private_credit_not_household_only; indicator=FD.AST.PRVT.GD.ZS; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Austria,personal_safety_raw,Personal safety,viability,yes,0.88,derived,https://api.worldbank.org/v2/country/AUT/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2024-12-31,2024 annual,national,approved_proxy,
Austria,ppp_private_consumption,PPP private consumption factor,pressure,yes,0.720487,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/PA.NUS.PRVT.PP?format=json&mrv=30,"World Bank WDI: PPP conversion factor, private consumption (LCU per international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=PA.NUS.PRVT.PP; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Austria,tax_rate_assumption,Tax rate assumption,pressure,yes,0.256407,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/GC.TAX.TOTL.GD.ZS?format=json&mrv=30,World Bank WDI: Tax revenue (% of GDP) used as interim country average tax-take proxy,2023-12-31,as_of 2023-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=country_average_tax_take_from_tax_revenue_share; indicator=GC.TAX.TOTL.GD.ZS; observation_year=2023; dataset_lastupdated=2026-02-24; stale=no
Bahrain,civic_freedom_raw,Civic freedom and dignity (HRMI + Freedom House + V-Dem composite),community,yes,20,derived,https://rightstracker.org/,Civic Freedom Composite: 0.4 × HRMI Empowerment + 0.3 × Freedom House FIW + 0.3 × V-Dem Liberal Democracy Index (×100). Bahrain composite = 20,2024-12-31,2024 annual,national,approved_proxy,
Bahrain,gdp_growth,GDP growth,creative,yes,2.6038,world_bank,https://api.worldbank.org/v2/country/BHR/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.MKTP.KD.ZG; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bahrain,gdp_growth_context,Economic growth momentum,pressure,no,2.6,derived,https://api.worldbank.org/v2/country/BHR/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,2024 annual,national,approved_proxy,
Bahrain,gdp_per_capita_ppp,GDP per capita (PPP),creative,yes,66941.24,world_bank,https://api.worldbank.org/v2/country/BHR/indicator/NY.GDP.PCAP.PP.CD?format=json&mrv=30,"World Bank WDI: GDP per capita, PPP (current international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.PCAP.PP.CD; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bahrain,gini_coefficient,Gini coefficient,capability,yes,,,,,,,,,
Bahrain,hanke_misery_raw,Macroeconomic stress (Hanke Misery Index),pressure,yes,11.5,national_statistical_office,https://fortune.com/2026/04/16/hanke-annual-misery-index-2025-venezuela-taiwan-rankings/,Hanke Annual Misery Index 2025 (estimated from IMF/WB/national-bank macroeconomic profile): Bahrain ≈ 11.5,2025-12-31,2024 annual,national,approved_proxy,
Bahrain,hospitality_belonging_raw,Hospitality and belonging,community,yes,50,derived,https://news.gallup.com/poll/,Gallup: Bahrain positive-experience index,2024-12-31,2024 annual,national,approved_proxy,
Bahrain,household_debt_proxy,Household debt proxy,pressure,yes,70.5501,world_bank,https://api.worldbank.org/v2/country/BHR/indicator/FD.AST.PRVT.GD.ZS?format=json&mrv=30,World Bank WDI: Domestic credit to private sector by banks (% of GDP) used as interim leverage proxy,2015-12-31,as_of 2015-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=broad_private_credit_not_household_only; indicator=FD.AST.PRVT.GD.ZS; observation_year=2015; dataset_lastupdated=2026-02-24; stale=yes
Bahrain,innovation_research_intensity_raw,Innovation and research intensity,creative,yes,0.1,derived,https://data.uis.unesco.org/,UNESCO UIS: Bahrain R&D expenditure ~0.1% of GDP (prior 207 was unit mismatch),2024-12-31,2024 annual,national,approved_proxy,
Bahrain,ppp_private_consumption,PPP private consumption factor,pressure,yes,0.188671,world_bank,https://api.worldbank.org/v2/country/BHR/indicator/PA.NUS.PRVT.PP?format=json&mrv=30,"World Bank WDI: PPP conversion factor, private consumption (LCU per international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=PA.NUS.PRVT.PP; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bahrain,tax_rate_assumption,Tax rate assumption,pressure,yes,0.028232,world_bank,https://api.worldbank.org/v2/country/BHR/indicator/GC.TAX.TOTL.GD.ZS?format=json&mrv=30,World Bank WDI: Tax revenue (% of GDP) used as interim country average tax-take proxy,2020-12-31,as_of 2020-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=country_average_tax_take_from_tax_revenue_share; indicator=GC.TAX.TOTL.GD.ZS; observation_year=2020; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,administrative_investment_friction_raw,Administrative and investment friction,creative,yes,3.41,derived,https://api.worldbank.org/v2/country/BGD/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,civic_freedom_raw,Civic freedom and dignity (HRMI + Freedom House + V-Dem composite),community,yes,38,derived,https://rightstracker.org/,Civic Freedom Composite: 0.4 × HRMI Empowerment + 0.3 × Freedom House FIW + 0.3 × V-Dem Liberal Democracy Index (×100). Bangladesh composite = 38,2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,cultural_public_life_raw,"Cultural, historic, and public-life vitality",community,yes,1.86,national_statistical_office,https://api.worldbank.org/v2/country/BGD/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,digital_infrastructure_raw,Digital infrastructure,viability,yes,7.89,derived,https://api.worldbank.org/v2/country/BGD/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,entrepreneurial_dynamism_raw,Entrepreneurial dynamism,creative,yes,0.04,derived,https://api.worldbank.org/v2/country/BGD/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,gdp_growth,GDP growth,creative,yes,4.2233,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.MKTP.KD.ZG; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,gdp_growth_context,Economic growth momentum,pressure,no,4.22,derived,https://api.worldbank.org/v2/country/BGD/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,gdp_per_capita_ppp,GDP per capita (PPP),creative,yes,9646.77,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/NY.GDP.PCAP.PP.CD?format=json&mrv=30,"World Bank WDI: GDP per capita, PPP (current international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.PCAP.PP.CD; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,gini_coefficient,Gini coefficient,capability,yes,30.9,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/SI.POV.GINI?format=json&mrv=30,World Bank WDI: Gini index,2022-12-31,as_of 2022-12-31,international,direct,auto_seed=world_bank_wdi; indicator=SI.POV.GINI; observation_year=2022; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,hanke_misery_raw,Macroeconomic stress (Hanke Misery Index),pressure,yes,32,national_statistical_office,https://fortune.com/2026/04/16/hanke-annual-misery-index-2025-venezuela-taiwan-rankings/,Hanke Annual Misery Index 2025 (estimated from IMF/WB/national-bank macroeconomic profile): Bangladesh ≈ 32,2025-12-31,2024 annual,national,approved_proxy,
Bangladesh,hospitality_belonging_raw,Hospitality and belonging,community,yes,47.68,derived,https://api.worldbank.org/v2/country/BGD/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,household_debt_proxy,Household debt proxy,pressure,yes,35.7061,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/FD.AST.PRVT.GD.ZS?format=json&mrv=30,World Bank WDI: Domestic credit to private sector by banks (% of GDP) used as interim leverage proxy,2024-12-31,as_of 2024-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=broad_private_credit_not_household_only; indicator=FD.AST.PRVT.GD.ZS; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,personal_safety_raw,Personal safety,viability,yes,2.34,derived,https://api.worldbank.org/v2/country/BGD/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2024-12-31,2024 annual,national,approved_proxy,
Bangladesh,ppp_private_consumption,PPP private consumption factor,pressure,yes,32.990539,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/PA.NUS.PRVT.PP?format=json&mrv=30,"World Bank WDI: PPP conversion factor, private consumption (LCU per international $)",2024-12-31,as_of 2024-12-31,international,direct,auto_seed=world_bank_wdi; indicator=PA.NUS.PRVT.PP; observation_year=2024; dataset_lastupdated=2026-02-24; stale=no
Bangladesh,tax_rate_assumption,Tax rate assumption,pressure,yes,0.076424,world_bank,https://api.worldbank.org/v2/country/BGD/indicator/GC.TAX.TOTL.GD.ZS?format=json&mrv=30,World Bank WDI: Tax revenue (% of GDP) used as interim country average tax-take proxy,2021-12-31,as_of 2021-12-31,international,approved_proxy,auto_seed=world_bank_wdi; proxy=country_average_tax_take_from_tax_revenue_share; indicator=GC.TAX.TOTL.GD.ZS; observation_year=2021; dataset_lastupdated=2026-02-24; stale=no
Belgium,civic_freedom_raw,Civic freedom and dignity (HRMI + Freedom House + V-Dem composite),community,yes,84,derived,https://rightstracker.org/,Civic Freedom Composite: 0.4 × HRMI Empowerment + 0.3 × Freedom House FIW + 0.3 × V-Dem Liberal Democracy Index (×100). Belgium composite = 84,2024-12-31,2024 annual,national,approved_proxy,
Belgium,gdp_growth,GDP growth,creative,yes,,,,,,,,,
Belgium,gdp_per_capita_ppp,GDP per capita (PPP),creative,yes,,,,,,,,,
Belgium,gini_coefficient,Gini coefficient,capability,yes,,,,,,,,,
Belgium,hanke_misery_raw,Macroeconomic stress (Hanke Misery Index),pressure,yes,16,national_statistical_office,https://fortune.com/2026/04/16/hanke-annual-misery-index-2025-venezuela-taiwan-rankings/,Hanke Annual Misery Index 2025 (estimated from IMF/WB/national-bank macroeconomic profile): Belgium ≈ 16,2025-12-31,2024 annual,national,approved_proxy,
Belgium,household_debt_proxy,Household debt proxy,pressure,yes,,,,,,,,,
Belgium,ppp_private_consumption,PPP private consumption factor,pressure,yes,,,,,,,,,
Belgium,tax_rate_assumption,Tax rate assumption,pressure,yes,,,,,,,,,
Bhutan,civic_freedom_raw,Civic freedom and dignity (HRMI + Freedom House + V-Dem composite),community,yes,58,derived,https://rightstracker.org/,Civic Freedom Composite: 0.4 × HRMI Empowerment + 0.3 × Freedom House FIW + 0.3 × V-Dem Liberal Democracy Index (×100). Bhutan composite = 58,2024-12-31,2024 annual,national,approved_proxy,
Bhutan,gdp_growth,GDP growth,creative,yes,4.6322,world_bank,https://api.worldbank.org/v2/country/BTN/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2023-12-31,as_of 2023-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.MKTP.KD.ZG; observation_year=2023; dataset_lastupdated=2026-02-24; stale=no
Bhutan,gdp_growth_context,Economic growth momentum,pressure,no,4.63,derived,https://api.worldbank.org/v2/country/BTN/indicator/NY.GDP.MKTP.KD.ZG?format=json&mrv=30,World Bank WDI: GDP growth (annual %),2024-12-31,2024 annual,national,approved_proxy,
Bhutan,gdp_per_capita_ppp,GDP per capita (PPP),creative,yes,16215.15,world_bank,https://api.worldbank.org/v2/country/BTN/indicator/NY.GDP.PCAP.PP.CD?format=json&mrv=30,"World Bank WDI: GDP per capita, PPP (current international $)",2023-12-31,as_of 2023-12-31,international,direct,auto_seed=world_bank_wdi; indicator=NY.GDP.PCAP.PP.CD; observation_year=2023; dataset_lastupdated=2026-02-24; stale=no
Bhutan,gini_coefficient,Gini coefficient,capability,yes,28.5,world_bank,https://api.worldbank.org/v2/country/BTN/indicator/SI.POV.GINI?format=json&mrv=30,World Bank WDI: Gini index,2022-12-31,as_of 2022-12-31,international,direct,auto_seed=world_bank_wdi; indicator=SI.POV.GINI; observation_year=2022; dataset_lastupdated=2026-02-24; stale=no
