city_id,display_name,country,cohort,field,label,pillar,required_for_ranking,value,provider_id,source_url,source_title,source_date,notes
th-bangkok,Bangkok,Thailand,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,75.0,slic_analyst,https://www.mots.go.th/,"Bangkok legendary hospitality — Land of Smiles, service culture, expat-friendly, food culture",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,62.0,slic_analyst,https://www.parliament.go.th/,"Thailand Marriage Equality Act 2024 (2nd in Asia after Taiwan). Buddhist tolerance, all religions welcome, LGBTQ+ paradise.",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,82.0,slic_analyst,https://www.mots.go.th/,"Bangkok extraordinary cultural life — temples, night markets, street food, nightlife, festivals, art scene",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.08,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,7.0,slic_analyst,https://www.boi.go.th/,"Bangkok BOI incentives, growing startup scene, easy for foreigners to set up business with BOI promotion",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,3.0,slic_analyst,https://www.nrct.go.th/,"Bangkok growing as SE Asia tech hub — Agoda, LINE, fintech startups, but R&D spend still low",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,65.0,slic_analyst,https://www.boi.go.th/,"Bangkok major FDI hub — automotive, electronics, digital economy. EEC corridor nearby.",2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,10.0,slic_analyst,https://www.boi.go.th/,BOI streamlines business setup for promoted activities. One-stop service center. Improving regulatory environment.,2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,visitor_flow_context_raw,Visitor flow context raw,creative,no,22.78,slic_analyst,https://www.mastercard.com/news/insights/2024/global-destination-cities-index/,Bangkok #1 most visited city globally — 22.78M international visitors (2023),2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,gross_income,Gross income,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,rent,Rent,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,utilities,Utilities,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,transit_cost,Transit cost,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,internet_cost,Internet cost,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,food_cost,Food cost,pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,45.0,slic_analyst,https://www.singstat.gov.sg/,"Singapore HDB median price ~5x income but private housing ~15-20x, severe for non-citizens",2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,60.0,slic_analyst,https://www.mas.gov.sg/,"Singapore household debt ~60% GDP, moderate but housing-driven",2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,42.6,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=SGP&timefrom=2020&type=label&format=.csv,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2020-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2020; hours=42.6; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,8.1,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,0.07,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,100.0,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,27.43,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,62,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 1960 sun hrs, 27C mean, high humidity penalty"
sg-singapore,Singapore,Singapore,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,88.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,97.29,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,40.0,slic_analyst,https://www.singstat.gov.sg/,"Singapore meritocratic system but racial stratification, migrant worker inequality",2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,52.8,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,29.29,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,66.06,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SP.POP.DPND?format=json&mrv=10,"World Bank WDI: Age dependency ratio (% of working-age population), inverted as social vitality proxy",2024-12-31,auto_ingest=world_bank_proxy; proxy=inverse_dependency_ratio_social_vitality; indicator=SP.POP.DPND; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,0.97,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,2.16,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2020-12-31,auto_ingest=world_bank_creative; indicator=GB.XPD.RSDV.GD.ZS; year=2020; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,85.0,slic_analyst,https://www.edb.gov.sg/,"Singapore top global FDI destination, business hub",2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,gross_income,Gross income,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,rent,Rent,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,utilities,Utilities,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,transit_cost,Transit cost,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,internet_cost,Internet cost,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,food_cost,Food cost,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,44.7,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=MYS&timefrom=2022&type=label&format=.csv,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2022-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2022; hours=44.7; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,5.65,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,0.73,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,94.7,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,13.03,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,56,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 2200 sun hrs, 28C mean, tropical humidity"
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,80.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,38.5,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2024-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,54.69,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,13.51,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,58.11,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SP.POP.DPND?format=json&mrv=10,"World Bank WDI: Age dependency ratio (% of working-age population), inverted as social vitality proxy",2024-12-31,auto_ingest=world_bank_proxy; proxy=inverse_dependency_ratio_social_vitality; indicator=SP.POP.DPND; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.6,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,0.95,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2020-12-31,auto_ingest=world_bank_creative; indicator=GB.XPD.RSDV.GD.ZS; year=2020; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,gross_income,Gross income,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,rent,Rent,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,utilities,Utilities,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,transit_cost,Transit cost,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,internet_cost,Internet cost,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,food_cost,Food cost,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,38.36,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=IDN&timefrom=2023&type=label&format=.csv,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2023-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2023; hours=38.36; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,1.2,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,0.3,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2022-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2022; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,30.46,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,4.82,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,54,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 2200 sun hrs, 28C mean, flooding + humidity"
id-jakarta,Jakarta,Indonesia,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,67.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,44.88,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,49.86,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,21.03,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,53.19,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/SP.POP.DPND?format=json&mrv=10,"World Bank WDI: Age dependency ratio (% of working-age population), inverted as social vitality proxy",2024-12-31,auto_ingest=world_bank_proxy; proxy=inverse_dependency_ratio_social_vitality; indicator=SP.POP.DPND; year=2024; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,0.28,world_bank,https://api.worldbank.org/v2/country/IDN/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2020-12-31,auto_ingest=world_bank_creative; indicator=GB.XPD.RSDV.GD.ZS; year=2020; country_proxy=Indonesia
id-jakarta,Jakarta,Indonesia,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,,,,,,
id-jakarta,Jakarta,Indonesia,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,,,,,,
